1	387.15	3.7
2	407.15	5.2
3	427.15	6.3
4	447.15	7.3
5	467.15	8.1
6	487.15	8.8
7	507.15	9.5
8	527.15	10.3
9	547.15	11.0
10	567.15	11.7
11	587.15	12.5
12	607.15	13.3
13	627.15	14.2
14	647.15	15.1
15	667.15	16.0
16	687.15	16.9
17	707.15	17.7
18	727.15	18.6
19	747.15	19.4
20	767.15	20.2
